,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22677,30.0,,Associate,57824.0,6,RENT,7500.0,EDUCATION,7.88,0.13,10.0,683.0,Yes,0.0
15718,25.0,male,High School,174922.0,0,MORTGAGE,17600.0,DEBTCONSOLIDATION,14.84,0.1,3.0,672.0,No,1.0
10275,21.0,female,High School,94805.0,0,RENT,9600.0,DEBTCONSOLIDATION,11.01,0.1,3.0,635.0,Yes,0.0
18433,,female,Associate,108909.0,10,RENT,20000.0,PERSONAL,13.22,0.18,6.0,629.0,Yes,0.0
35659,27.0,male,Master,61514.0,1,RENT,1500.0,DEBTCONSOLIDATION,12.21,0.02,5.0,697.0,Yes,0.0
5272,25.0,,Associate,55147.0,6,MORTGAGE,5000.0,EDUCATION,11.01,0.09,3.0,,Yes,0.0
41385,32.0,male,Associate,115190.0,8,MORTGAGE,9297.0,MEDICAL,7.0,0.08,8.0,667.0,Yes,0.0
6394,25.0,male,High School,39312.0,2,RENT,6000.0,DEBTCONSOLIDATION,12.99,0.15,2.0,626.0,No,1.0
44238,21.0,female,,40405.0,0,RENT,2000.0,HOMEIMPROVEMENT,13.73,0.05,4.0,674.0,No,1.0
26880,32.0,male,Master,140293.0,11,MORTGAGE,21600.0,EDUCATION,10.62,0.15,9.0,670.0,No,0.0
12037,26.0,male,Bachelor,75051.0,2,MORTGAGE,10000.0,MEDICAL,14.83,0.13,4.0,575.0,No,1.0
31189,37.0,female,Master,96910.0,15,MORTGAGE,10000.0,DEBTCONSOLIDATION,9.99,0.1,13.0,703.0,Yes,0.0
44468,27.0,female,Associate,97895.0,6,RENT,,DEBTCONSOLIDATION,8.44,0.31,5.0,632.0,No,1.0
765,25.0,male,Associate,96778.0,2,RENT,20000.0,HOMEIMPROVEMENT,14.26,0.21,4.0,664.0,No,0.0
43590,29.0,female,Bachelor,73055.0,9,RENT,25000.0,DEBTCONSOLIDATION,13.47,0.34,11.0,644.0,No,1.0
43313,24.0,female,Bachelor,95980.0,1,RENT,16000.0,EDUCATION,13.21,0.17,3.0,682.0,No,1.0
19124,29.0,female,Bachelor,37140.0,6,MORTGAGE,6600.0,VENTURE,13.85,0.18,8.0,594.0,Yes,0.0
21552,27.0,male,Bachelor,39491.0,3,RENT,6000.0,EDUCATION,14.27,0.15,8.0,563.0,No,0.0
33474,31.0,male,High School,66748.0,8,RENT,15206.0,PERSONAL,16.16,0.23,6.0,599.0,No,
17998,29.0,female,Master,240947.0,7,MORTGAGE,10000.0,VENTURE,12.69,0.04,9.0,638.0,Yes,0.0
23601,,,Associate,44939.0,7,RENT,9000.0,MEDICAL,6.92,0.2,8.0,670.0,No,0.0
33763,28.0,,Bachelor,51609.0,4,RENT,5500.0,EDUCATION,9.88,0.11,6.0,605.0,No,0.0
35352,,female,Associate,25072.0,0,OWN,6132.0,VENTURE,8.29,0.24,3.0,580.0,No,0.0
24534,29.0,male,Associate,66028.0,5,RENT,10000.0,PERSONAL,11.71,0.15,7.0,,No,1.0
34336,23.0,male,Associate,49102.0,0,MORTGAGE,6000.0,MEDICAL,12.68,0.12,4.0,678.0,Yes,0.0
21474,35.0,female,High School,25238.0,14,RENT,6000.0,EDUCATION,15.99,0.24,5.0,,No,
3314,22.0,male,High School,44127.0,0,RENT,3600.0,PERSONAL,5.99,0.08,2.0,576.0,Yes,
25214,,female,High School,97818.0,6,MORTGAGE,7750.0,DEBTCONSOLIDATION,9.32,0.08,10.0,675.0,No,0.0
38627,30.0,female,Bachelor,39940.0,11,RENT,9001.0,MEDICAL,11.22,0.23,10.0,582.0,Yes,0.0
27181,31.0,female,High School,150828.0,10,MORTGAGE,12500.0,VENTURE,11.48,0.08,10.0,650.0,Yes,0.0
42840,25.0,male,Master,89871.0,3,MORTGAGE,10000.0,PERSONAL,17.74,0.11,3.0,576.0,No,1.0
41005,41.0,female,Associate,135525.0,18,MORTGAGE,25000.0,PERSONAL,10.48,0.18,14.0,696.0,Yes,0.0
22008,30.0,female,Bachelor,75587.0,7,RENT,7000.0,MEDICAL,14.27,0.09,5.0,632.0,Yes,0.0
6285,22.0,male,Master,39359.0,3,RENT,6000.0,VENTURE,11.01,0.15,3.0,570.0,No,0.0
38928,31.0,male,,38625.0,8,RENT,6651.0,EDUCATION,9.86,0.17,7.0,583.0,Yes,0.0
8492,23.0,female,Associate,70283.0,1,OWN,15000.0,MEDICAL,10.25,0.21,3.0,,Yes,0.0
23352,31.0,female,High School,87419.0,9,RENT,8000.0,HOMEIMPROVEMENT,14.65,0.09,10.0,660.0,Yes,0.0
38179,29.0,female,Doctorate,116341.0,4,MORTGAGE,2602.0,EDUCATION,12.69,0.02,10.0,650.0,No,0.0
43132,25.0,male,Bachelor,21512.0,3,RENT,4964.0,HOMEIMPROVEMENT,6.95,0.23,3.0,602.0,No,1.0
28257,34.0,male,,130830.0,9,MORTGAGE,10000.0,MEDICAL,6.91,0.08,8.0,565.0,Yes,0.0
17517,22.0,female,High School,89546.0,0,RENT,5050.0,VENTURE,5.42,0.06,4.0,560.0,Yes,0.0
4970,26.0,male,High School,52116.0,6,MORTGAGE,15000.0,MEDICAL,11.99,0.29,2.0,626.0,Yes,0.0
9301,22.0,male,Associate,33503.0,0,RENT,5000.0,VENTURE,11.01,0.15,2.0,647.0,No,1.0
10529,22.0,,High School,39588.0,0,RENT,,EDUCATION,13.61,0.25,4.0,,No,1.0
42180,33.0,,Bachelor,52983.0,11,RENT,18000.0,VENTURE,11.66,0.34,11.0,667.0,No,1.0
13002,23.0,male,High School,77528.0,5,MORTGAGE,3500.0,MEDICAL,7.9,0.05,3.0,659.0,No,1.0
6683,25.0,male,Associate,60779.0,1,MORTGAGE,12000.0,EDUCATION,11.01,0.2,2.0,593.0,No,0.0
170,23.0,male,High School,72627.0,3,RENT,25000.0,PERSONAL,10.25,0.34,4.0,566.0,No,1.0
6103,22.0,female,High School,18817.0,0,RENT,6000.0,MEDICAL,6.03,0.32,3.0,621.0,No,1.0
27668,34.0,female,Associate,193036.0,10,MORTGAGE,23000.0,HOMEIMPROVEMENT,6.91,0.12,10.0,695.0,No,
1315,26.0,female,High School,89843.0,0,RENT,16000.0,HOMEIMPROVEMENT,14.84,0.18,3.0,618.0,Yes,0.0
30408,37.0,female,High School,66042.0,14,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.01,0.12,15.0,611.0,Yes,0.0
15433,,male,Associate,162980.0,2,MORTGAGE,21000.0,VENTURE,10.38,0.13,4.0,587.0,No,0.0
39252,23.0,male,High School,63366.0,0,RENT,3000.0,DEBTCONSOLIDATION,6.11,0.05,2.0,641.0,No,0.0
30868,38.0,female,High School,36991.0,17,RENT,10000.0,EDUCATION,7.51,0.27,14.0,693.0,No,1.0
13092,24.0,female,,91725.0,2,MORTGAGE,12000.0,VENTURE,11.01,0.13,4.0,546.0,No,1.0
39732,25.0,female,Associate,168848.0,2,RENT,20000.0,EDUCATION,6.54,0.12,4.0,665.0,No,0.0
30814,44.0,female,High School,85027.0,24,RENT,9500.0,EDUCATION,14.22,0.11,14.0,646.0,Yes,0.0
11783,23.0,,High School,101527.0,0,RENT,10000.0,VENTURE,7.49,0.1,4.0,,No,
25526,28.0,,Associate,44606.0,4,OWN,7000.0,PERSONAL,11.11,0.16,9.0,646.0,Yes,
26476,28.0,male,Master,124557.0,4,MORTGAGE,10000.0,VENTURE,7.51,0.08,10.0,578.0,Yes,0.0
10112,22.0,male,Associate,68594.0,1,RENT,9500.0,DEBTCONSOLIDATION,8.9,0.14,4.0,593.0,Yes,
3228,24.0,male,,72728.0,1,RENT,3500.0,EDUCATION,11.86,0.05,4.0,691.0,No,0.0
18576,28.0,male,Bachelor,30228.0,5,MORTGAGE,1500.0,EDUCATION,7.14,0.05,10.0,645.0,No,0.0
32504,55.0,female,High School,113672.0,34,MORTGAGE,4000.0,PERSONAL,6.62,0.04,26.0,681.0,No,0.0
42641,22.0,male,Bachelor,34742.0,2,RENT,8000.0,EDUCATION,14.18,0.23,3.0,648.0,No,1.0
33388,25.0,female,High School,192867.0,4,MORTGAGE,12000.0,PERSONAL,9.23,0.06,4.0,603.0,Yes,0.0
26813,33.0,male,Bachelor,137596.0,9,MORTGAGE,21000.0,DEBTCONSOLIDATION,13.16,0.15,9.0,690.0,Yes,
4256,22.0,male,Associate,58920.0,0,RENT,4500.0,HOMEIMPROVEMENT,9.76,0.08,2.0,450.0,No,1.0
8964,23.0,male,Bachelor,73089.0,0,MORTGAGE,2000.0,PERSONAL,10.36,0.03,2.0,621.0,No,0.0
14784,22.0,male,Master,139341.0,1,MORTGAGE,12000.0,VENTURE,5.99,0.09,4.0,637.0,No,0.0
22902,30.0,male,Bachelor,35649.0,6,RENT,8000.0,MEDICAL,13.22,0.22,9.0,,Yes,0.0
23232,29.0,male,High School,29070.0,9,RENT,5000.0,MEDICAL,11.01,0.17,7.0,454.0,Yes,
31658,36.0,male,High School,145176.0,9,MORTGAGE,14500.0,DEBTCONSOLIDATION,5.42,0.1,15.0,685.0,No,0.0
12145,25.0,female,High School,96637.0,0,MORTGAGE,4900.0,PERSONAL,15.27,0.05,4.0,617.0,Yes,0.0
9968,24.0,female,Master,79206.0,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.01,0.25,3.0,683.0,Yes,0.0
29961,36.0,female,Associate,51231.0,14,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.01,0.23,15.0,650.0,No,0.0
21486,35.0,male,High School,58413.0,12,OWN,4200.0,HOMEIMPROVEMENT,13.61,0.07,7.0,560.0,Yes,0.0
7734,26.0,female,High School,66249.0,1,OWN,24250.0,HOMEIMPROVEMENT,12.18,0.37,4.0,475.0,Yes,0.0
17121,26.0,male,Master,176125.0,0,MORTGAGE,20000.0,PERSONAL,11.01,0.11,2.0,628.0,No,
18350,33.0,male,,69450.0,12,RENT,20000.0,MEDICAL,12.53,0.29,10.0,,No,1.0
42906,,female,High School,35777.0,2,RENT,4000.0,MEDICAL,15.02,0.11,4.0,697.0,No,1.0
6672,21.0,male,,60011.0,0,RENT,6000.0,VENTURE,15.99,0.1,4.0,640.0,No,1.0
17948,32.0,male,,233498.0,10,RENT,20000.0,MEDICAL,11.83,0.09,6.0,686.0,No,1.0
43227,24.0,male,Bachelor,42349.0,0,RENT,5000.0,EDUCATION,12.71,0.12,2.0,653.0,No,1.0
41918,27.0,male,Bachelor,96055.0,5,MORTGAGE,8000.0,MEDICAL,6.46,0.08,5.0,626.0,No,0.0
38354,24.0,female,Associate,287300.0,0,MORTGAGE,25778.0,VENTURE,12.29,0.09,3.0,624.0,Yes,0.0
3522,26.0,female,Bachelor,70666.0,5,RENT,10500.0,PERSONAL,11.48,0.15,2.0,693.0,Yes,0.0
4440,22.0,female,Master,52607.0,0,RENT,4800.0,PERSONAL,11.03,0.09,4.0,639.0,No,0.0
9956,23.0,female,Associate,64652.0,2,RENT,9000.0,VENTURE,12.09,0.14,3.0,598.0,Yes,0.0
9572,,male,High School,49089.0,4,RENT,,VENTURE,6.62,0.17,4.0,602.0,Yes,0.0
12259,25.0,female,High School,96697.0,1,MORTGAGE,25000.0,EDUCATION,10.36,0.26,3.0,,Yes,0.0
34221,23.0,female,Bachelor,103181.0,0,RENT,12000.0,VENTURE,13.16,0.12,4.0,642.0,No,0.0
44007,,male,Master,24812.0,7,RENT,8000.0,MEDICAL,12.04,0.32,7.0,,No,1.0
41814,33.0,male,Associate,53838.0,11,MORTGAGE,7000.0,HOMEIMPROVEMENT,8.05,0.13,8.0,680.0,No,0.0
23701,29.0,female,Associate,88662.0,8,RENT,9200.0,EDUCATION,7.88,0.1,5.0,634.0,No,0.0
32139,40.0,male,High School,27049.0,21,MORTGAGE,1500.0,MEDICAL,11.12,0.06,17.0,621.0,Yes,
103,25.0,female,High School,277017.0,4,MORTGAGE,35000.0,MEDICAL,13.99,0.13,4.0,,Yes,0.0
1214,26.0,female,Associate,42992.0,0,RENT,16000.0,EDUCATION,6.03,0.37,4.0,670.0,No,1.0
5507,,female,High School,54905.0,0,MORTGAGE,14500.0,EDUCATION,11.48,0.26,2.0,626.0,Yes,0.0
4296,23.0,male,High School,40398.0,0,RENT,4600.0,EDUCATION,11.71,0.11,3.0,597.0,Yes,0.0
25297,28.0,female,Associate,100416.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.01,0.05,9.0,671.0,Yes,0.0
22015,29.0,female,Associate,77953.0,9,RENT,7000.0,DEBTCONSOLIDATION,7.51,0.09,6.0,619.0,No,0.0
17842,31.0,female,Master,88456.0,8,RENT,35000.0,EDUCATION,19.29,0.4,10.0,656.0,No,
13815,25.0,male,High School,97722.0,3,RENT,13800.0,PERSONAL,11.99,0.14,3.0,546.0,Yes,0.0
25999,32.0,female,Bachelor,114736.0,9,MORTGAGE,4800.0,VENTURE,10.99,0.04,8.0,663.0,No,0.0
35896,24.0,male,Bachelor,54519.0,1,MORTGAGE,6500.0,DEBTCONSOLIDATION,11.38,0.12,3.0,655.0,No,0.0
28606,33.0,male,Bachelor,35444.0,13,RENT,10000.0,EDUCATION,13.06,0.28,7.0,702.0,No,1.0
29962,49.0,male,Associate,51301.0,27,MORTGAGE,16750.0,EDUCATION,10.99,0.33,12.0,580.0,Yes,0.0
32174,40.0,female,Associate,67131.0,17,RENT,18000.0,EDUCATION,7.88,0.27,14.0,684.0,No,1.0
40267,32.0,male,Associate,67404.0,10,MORTGAGE,7000.0,VENTURE,13.08,0.1,8.0,707.0,Yes,
2700,25.0,male,Associate,61169.0,4,RENT,12000.0,PERSONAL,16.77,0.2,3.0,668.0,Yes,
18255,35.0,female,Bachelor,126994.0,17,RENT,24000.0,VENTURE,9.25,0.19,7.0,566.0,No,0.0
481,25.0,female,High School,76932.0,2,RENT,23000.0,EDUCATION,9.91,0.3,3.0,,No,1.0
31983,36.0,,Master,46976.0,15,RENT,2400.0,EDUCATION,18.39,0.05,13.0,562.0,Yes,0.0
35259,28.0,female,Bachelor,40689.0,5,RENT,7563.0,PERSONAL,10.76,0.19,9.0,,No,0.0
29068,28.0,male,Bachelor,79039.0,8,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.49,0.13,7.0,685.0,No,0.0
42621,24.0,male,,59736.0,1,MORTGAGE,15000.0,MEDICAL,16.5,0.25,4.0,609.0,No,1.0
20119,29.0,male,Associate,32265.0,8,RENT,4000.0,EDUCATION,10.0,0.12,7.0,639.0,No,1.0
32715,23.0,,Bachelor,31140.0,1,RENT,4000.0,VENTURE,12.34,0.13,4.0,638.0,No,0.0
23367,31.0,,Bachelor,75606.0,9,MORTGAGE,6550.0,VENTURE,5.79,0.09,5.0,656.0,No,0.0
19465,28.0,female,Bachelor,59684.0,0,RENT,3000.0,PERSONAL,14.59,0.05,8.0,612.0,Yes,
26115,31.0,female,High School,97298.0,7,RENT,,EDUCATION,16.7,0.14,6.0,700.0,Yes,0.0
2707,24.0,male,High School,60830.0,0,RENT,12000.0,EDUCATION,17.14,0.2,4.0,671.0,No,0.0
16602,25.0,male,Master,23759.0,3,OWN,4000.0,VENTURE,7.4,0.17,4.0,686.0,No,1.0
12873,25.0,female,High School,83400.0,5,RENT,12000.0,EDUCATION,13.16,0.14,2.0,621.0,No,1.0
30688,37.0,male,High School,74278.0,17,MORTGAGE,10000.0,DEBTCONSOLIDATION,13.57,0.13,15.0,688.0,No,0.0
39943,27.0,female,Bachelor,84934.0,6,MORTGAGE,12000.0,VENTURE,10.49,0.14,9.0,622.0,No,0.0
42074,26.0,female,High School,125657.0,4,MORTGAGE,14000.0,PERSONAL,11.51,0.11,4.0,618.0,Yes,0.0
32564,53.0,female,,54806.0,31,RENT,5600.0,PERSONAL,13.79,0.1,28.0,605.0,Yes,0.0
31688,39.0,male,High School,15402.0,17,RENT,1500.0,MEDICAL,11.11,0.1,11.0,,Yes,
25189,29.0,male,Bachelor,97640.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.72,0.1,10.0,615.0,Yes,0.0
20728,32.0,male,Bachelor,45467.0,9,RENT,5000.0,VENTURE,11.49,0.11,7.0,725.0,No,0.0
38480,31.0,male,Doctorate,136928.0,11,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.71,0.11,6.0,651.0,Yes,0.0
9867,,,Bachelor,79097.0,0,MORTGAGE,10000.0,VENTURE,6.03,0.13,3.0,608.0,Yes,0.0
36527,,,Bachelor,62241.0,14,RENT,4855.0,EDUCATION,11.79,0.08,13.0,700.0,Yes,0.0
26065,31.0,male,,115310.0,8,MORTGAGE,25000.0,DEBTCONSOLIDATION,10.08,0.22,6.0,,Yes,
37516,36.0,male,Associate,39421.0,10,MORTGAGE,9692.0,EDUCATION,9.54,0.25,11.0,621.0,Yes,0.0
40438,24.0,female,,96912.0,0,MORTGAGE,5000.0,PERSONAL,5.72,0.05,3.0,608.0,Yes,0.0
27808,29.0,female,Bachelor,262437.0,8,MORTGAGE,25000.0,DEBTCONSOLIDATION,19.04,0.1,9.0,578.0,No,1.0
5907,22.0,male,Associate,57634.0,2,RENT,5550.0,VENTURE,7.49,0.1,4.0,634.0,Yes,0.0
7976,,female,Associate,60806.0,6,RENT,7150.0,DEBTCONSOLIDATION,12.69,0.12,2.0,670.0,Yes,0.0
31622,49.0,female,Associate,55029.0,25,RENT,15000.0,DEBTCONSOLIDATION,13.49,0.27,12.0,705.0,No,1.0
20926,32.0,female,,54289.0,8,MORTGAGE,6500.0,HOMEIMPROVEMENT,14.84,0.12,7.0,653.0,Yes,0.0
23333,28.0,male,Associate,66329.0,5,RENT,8000.0,MEDICAL,15.65,0.12,10.0,562.0,No,1.0
20656,34.0,female,Master,36328.0,11,RENT,5000.0,VENTURE,10.36,0.14,7.0,650.0,No,0.0
24447,28.0,male,Associate,64722.0,5,RENT,10000.0,MEDICAL,11.89,0.15,6.0,610.0,Yes,0.0
44032,29.0,male,Master,71821.0,4,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.39,0.07,6.0,684.0,No,1.0
25866,35.0,male,Doctorate,110549.0,12,OWN,10000.0,EDUCATION,8.59,0.09,9.0,694.0,Yes,0.0
16618,23.0,female,,70383.0,1,MORTGAGE,3500.0,PERSONAL,10.65,0.05,2.0,495.0,Yes,0.0
5650,23.0,female,Bachelor,114974.0,0,RENT,5000.0,EDUCATION,9.63,0.04,4.0,622.0,Yes,
31304,42.0,male,Associate,99341.0,20,RENT,12000.0,VENTURE,13.24,0.12,13.0,709.0,Yes,0.0
22612,31.0,female,High School,38123.0,8,RENT,7500.0,PERSONAL,7.49,0.2,9.0,577.0,Yes,0.0
40598,25.0,female,High School,91104.0,6,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.78,0.16,4.0,684.0,Yes,0.0
43066,23.0,female,Associate,71834.0,1,RENT,3000.0,MEDICAL,13.73,0.04,3.0,570.0,No,1.0
42697,,female,Associate,130687.0,2,RENT,,DEBTCONSOLIDATION,11.01,0.08,3.0,675.0,No,1.0
33942,22.0,female,High School,99165.0,0,MORTGAGE,20000.0,EDUCATION,7.84,0.2,3.0,647.0,Yes,
15643,24.0,female,High School,108864.0,3,RENT,15000.0,HOMEIMPROVEMENT,17.58,0.14,3.0,,Yes,0.0
6549,26.0,male,,60912.0,7,OWN,14400.0,PERSONAL,7.49,0.24,4.0,593.0,Yes,0.0
17717,,female,Master,40864.0,2,MORTGAGE,5325.0,DEBTCONSOLIDATION,14.59,0.13,4.0,575.0,No,1.0
40671,42.0,male,Associate,253083.0,21,MORTGAGE,16598.0,PERSONAL,12.38,0.07,12.0,697.0,Yes,0.0
8626,21.0,male,,34819.0,0,RENT,8000.0,EDUCATION,10.99,0.23,2.0,647.0,No,1.0
35376,25.0,male,Master,192994.0,4,MORTGAGE,20000.0,VENTURE,16.96,0.1,3.0,673.0,No,0.0
10910,21.0,female,Master,54811.0,0,RENT,10000.0,EDUCATION,11.01,0.18,2.0,631.0,No,0.0
30882,44.0,male,,83209.0,23,MORTGAGE,14300.0,PERSONAL,15.31,0.17,17.0,527.0,Yes,0.0
21412,31.0,male,Bachelor,91754.0,9,RENT,5600.0,MEDICAL,13.22,0.06,8.0,652.0,No,0.0
30586,40.0,,Bachelor,72968.0,20,MORTGAGE,14400.0,HOMEIMPROVEMENT,5.42,0.2,12.0,731.0,No,0.0
17082,22.0,male,Associate,31211.0,0,RENT,2050.0,EDUCATION,10.59,0.07,3.0,,No,0.0
30308,46.0,male,Bachelor,127099.0,20,RENT,6000.0,EDUCATION,7.14,0.05,16.0,617.0,Yes,
1380,22.0,female,,44409.0,1,RENT,1000.0,EDUCATION,8.59,0.02,4.0,,No,0.0
4823,23.0,female,High School,43364.0,1,RENT,5000.0,MEDICAL,11.01,0.12,2.0,651.0,Yes,0.0
25351,32.0,female,,34217.0,8,RENT,3000.0,MEDICAL,11.12,0.09,8.0,633.0,No,1.0
8171,25.0,female,,40268.0,4,RENT,7350.0,MEDICAL,13.43,0.18,3.0,585.0,Yes,0.0
42581,,male,Bachelor,21954.0,6,RENT,4837.0,EDUCATION,9.68,0.22,5.0,680.0,No,
28466,28.0,female,Associate,54799.0,4,RENT,9000.0,MEDICAL,14.65,0.16,6.0,505.0,Yes,0.0
6409,24.0,female,Master,40502.0,4,RENT,6000.0,DEBTCONSOLIDATION,15.62,0.15,2.0,688.0,No,1.0
40949,,,Bachelor,29655.0,1,OWN,7121.0,VENTURE,10.21,0.24,3.0,651.0,No,0.0
21927,27.0,male,Bachelor,108738.0,1,RENT,6000.0,VENTURE,11.71,0.06,8.0,590.0,No,
37433,33.0,male,Bachelor,144962.0,14,MORTGAGE,7870.0,EDUCATION,10.77,0.05,9.0,583.0,Yes,0.0
19655,27.0,male,Master,44068.0,4,RENT,3200.0,EDUCATION,7.88,0.07,6.0,535.0,Yes,0.0
40078,27.0,female,,53969.0,5,MORTGAGE,5500.0,VENTURE,13.5,0.1,10.0,630.0,No,0.0
20050,32.0,female,Bachelor,82297.0,12,RENT,3800.0,VENTURE,16.89,0.05,8.0,699.0,No,0.0
28462,27.0,female,Associate,24962.0,6,RENT,3250.0,PERSONAL,11.01,0.13,5.0,639.0,No,1.0
1338,26.0,female,,32280.0,5,OWN,8500.0,DEBTCONSOLIDATION,16.45,0.26,3.0,684.0,No,
15862,26.0,male,Associate,240785.0,2,MORTGAGE,30000.0,PERSONAL,11.71,0.12,4.0,644.0,Yes,0.0
38182,25.0,male,Master,83148.0,4,RENT,1861.0,EDUCATION,8.44,0.02,5.0,619.0,Yes,0.0
44444,29.0,female,Bachelor,53669.0,9,RENT,5400.0,MEDICAL,16.0,0.1,9.0,692.0,No,1.0
25534,31.0,female,Associate,97147.0,9,RENT,12000.0,DEBTCONSOLIDATION,5.79,0.12,5.0,653.0,No,0.0
7051,21.0,,Bachelor,62215.0,0,MORTGAGE,6000.0,PERSONAL,7.88,0.1,2.0,593.0,Yes,0.0
18625,28.0,female,High School,53843.0,7,RENT,,EDUCATION,11.01,0.33,10.0,,No,1.0
44677,28.0,male,Associate,68165.0,7,MORTGAGE,8000.0,MEDICAL,11.93,0.12,5.0,589.0,No,1.0
31036,36.0,female,Associate,90897.0,9,MORTGAGE,24000.0,PERSONAL,7.51,0.26,13.0,642.0,Yes,0.0
21254,27.0,male,Bachelor,25195.0,7,RENT,5300.0,DEBTCONSOLIDATION,11.01,0.21,6.0,607.0,Yes,0.0
32199,36.0,female,High School,72381.0,14,MORTGAGE,21000.0,PERSONAL,15.62,0.29,14.0,652.0,Yes,0.0
25655,27.0,female,Bachelor,107775.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.65,0.09,7.0,668.0,Yes,0.0
12697,26.0,male,Bachelor,103397.0,5,MORTGAGE,,EDUCATION,12.23,0.01,4.0,,No,0.0
3539,23.0,male,Bachelor,62003.0,2,RENT,10400.0,DEBTCONSOLIDATION,11.01,0.17,2.0,701.0,No,0.0
43942,24.0,male,Associate,22514.0,0,RENT,4000.0,DEBTCONSOLIDATION,12.34,0.18,4.0,488.0,No,1.0
38589,40.0,female,High School,99187.0,17,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.54,0.1,9.0,559.0,No,0.0
11544,25.0,male,High School,78900.0,1,RENT,10000.0,EDUCATION,10.95,0.13,2.0,596.0,No,
1653,23.0,male,High School,186938.0,2,RENT,1500.0,MEDICAL,11.01,0.01,3.0,539.0,Yes,0.0
8742,25.0,male,Bachelor,72919.0,6,MORTGAGE,5000.0,HOMEIMPROVEMENT,15.27,0.07,2.0,615.0,Yes,0.0
39092,,male,High School,43816.0,0,RENT,6000.0,EDUCATION,9.83,0.14,3.0,659.0,Yes,0.0
34788,25.0,female,Bachelor,31516.0,0,MORTGAGE,1000.0,MEDICAL,11.08,0.03,5.0,587.0,Yes,0.0
39685,27.0,female,Bachelor,47081.0,1,RENT,5000.0,MEDICAL,8.81,0.11,8.0,627.0,Yes,0.0
24912,27.0,female,High School,94740.0,6,MORTGAGE,7000.0,MEDICAL,9.62,0.07,6.0,652.0,Yes,0.0
17447,24.0,female,Master,55214.0,5,RENT,,EDUCATION,17.19,0.11,3.0,624.0,No,1.0
40647,27.0,female,Master,60885.0,4,MORTGAGE,8000.0,PERSONAL,6.33,0.13,6.0,691.0,Yes,0.0
299,,male,High School,209997.0,3,MORTGAGE,8800.0,DEBTCONSOLIDATION,14.27,0.04,3.0,616.0,Yes,
14948,24.0,male,High School,144832.0,2,MORTGAGE,20000.0,EDUCATION,9.99,0.14,4.0,543.0,Yes,0.0
27503,30.0,female,High School,173694.0,6,MORTGAGE,6000.0,VENTURE,6.91,0.03,6.0,553.0,No,
1102,24.0,male,Bachelor,70497.0,0,RENT,17500.0,EDUCATION,13.49,0.25,4.0,661.0,Yes,0.0
9067,21.0,female,,73120.0,2,MORTGAGE,10000.0,MEDICAL,11.01,0.14,4.0,584.0,Yes,0.0
7837,25.0,,Master,66959.0,4,MORTGAGE,6400.0,EDUCATION,6.03,0.1,3.0,549.0,Yes,0.0
9387,22.0,male,High School,84873.0,0,RENT,,EDUCATION,6.99,0.09,2.0,517.0,Yes,0.0
13862,23.0,female,High School,57218.0,2,RENT,14000.0,EDUCATION,10.37,0.24,3.0,528.0,Yes,0.0
11893,26.0,female,Associate,48728.0,1,RENT,10200.0,MEDICAL,11.01,0.21,3.0,613.0,No,0.0
40241,29.0,female,Associate,66956.0,5,MORTGAGE,8000.0,MEDICAL,13.7,0.12,9.0,564.0,Yes,0.0
19245,27.0,,Associate,48962.0,4,RENT,13000.0,VENTURE,13.48,0.27,7.0,668.0,No,1.0
42664,23.0,male,Associate,66391.0,0,RENT,19000.0,DEBTCONSOLIDATION,11.14,0.29,4.0,,No,1.0
42988,32.0,,Associate,34006.0,12,RENT,,MEDICAL,11.08,0.15,9.0,727.0,No,1.0
21332,,male,Associate,51813.0,12,RENT,5500.0,MEDICAL,9.63,0.11,10.0,670.0,Yes,0.0
22081,,female,High School,262431.0,13,RENT,7000.0,DEBTCONSOLIDATION,14.11,0.03,9.0,479.0,No,1.0
5501,25.0,female,Bachelor,75312.0,6,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.07,2.0,663.0,No,0.0
30569,,male,Associate,37142.0,16,RENT,8000.0,MEDICAL,11.01,0.22,14.0,695.0,No,0.0
33501,25.0,,Associate,76529.0,4,MORTGAGE,25000.0,EDUCATION,13.87,0.33,3.0,663.0,No,0.0
24961,29.0,female,Bachelor,31206.0,4,RENT,11325.0,EDUCATION,11.01,0.36,5.0,602.0,No,1.0
34867,23.0,male,Associate,85055.0,3,RENT,12000.0,MEDICAL,12.42,0.14,4.0,543.0,Yes,0.0
