,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24494,33.0,female,Master,68638.0,8,RENT,10000.0,PERSONAL,11.36,0.15,6.0,645.0,No,0.0
32586,31.0,male,High School,64635.0,6,RENT,12000.0,VENTURE,7.61,0.19,5.0,596.0,No,0.0
27643,33.0,female,Bachelor,188141.0,5,MORTGAGE,2400.0,EDUCATION,7.49,0.01,6.0,678.0,Yes,0.0
31304,42.0,male,Associate,99341.0,20,RENT,12000.0,VENTURE,13.24,0.12,13.0,,Yes,0.0
5334,26.0,female,Master,41844.0,4,RENT,8500.0,MEDICAL,7.88,0.2,3.0,643.0,No,0.0
15075,24.0,female,Associate,75402.0,5,RENT,1600.0,MEDICAL,13.85,0.02,4.0,644.0,Yes,
25140,28.0,male,High School,46958.0,2,RENT,12000.0,PERSONAL,11.01,0.26,7.0,620.0,No,1.0
25020,27.0,male,Bachelor,96880.0,8,MORTGAGE,8500.0,PERSONAL,6.03,0.09,6.0,684.0,No,0.0
40091,24.0,female,Master,106411.0,4,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.22,0.23,4.0,,Yes,
37881,28.0,female,Master,36750.0,5,RENT,4978.0,MEDICAL,10.33,0.14,9.0,662.0,Yes,0.0
1041,22.0,female,Associate,97065.0,2,RENT,18000.0,EDUCATION,10.99,0.19,4.0,667.0,Yes,0.0
35409,27.0,female,High School,67014.0,6,RENT,10000.0,EDUCATION,10.27,0.15,5.0,644.0,Yes,0.0
43778,24.0,male,Associate,84004.0,5,RENT,6000.0,DEBTCONSOLIDATION,15.86,0.07,4.0,632.0,No,1.0
7178,24.0,female,Associate,95927.0,4,RENT,7000.0,PERSONAL,12.54,0.07,3.0,637.0,No,0.0
27398,31.0,female,Master,166445.0,9,MORTGAGE,24000.0,MEDICAL,10.62,0.14,6.0,659.0,Yes,0.0
121,25.0,female,Associate,51747.0,3,RENT,25000.0,EDUCATION,16.35,0.48,3.0,697.0,No,1.0
23217,30.0,female,Bachelor,65653.0,12,MORTGAGE,15250.0,MEDICAL,14.42,0.23,8.0,634.0,No,1.0
13534,23.0,female,Bachelor,79207.0,0,RENT,12500.0,EDUCATION,11.48,0.16,4.0,652.0,Yes,0.0
2030,24.0,,Associate,27735.0,0,RENT,2200.0,MEDICAL,11.01,0.08,3.0,588.0,Yes,0.0
6864,21.0,male,Associate,87409.0,0,RENT,6000.0,EDUCATION,5.42,0.07,4.0,585.0,No,0.0
43296,30.0,male,High School,33374.0,9,RENT,8402.0,EDUCATION,11.18,0.25,9.0,455.0,No,1.0
39793,28.0,female,Bachelor,90882.0,5,RENT,6000.0,VENTURE,14.34,0.07,9.0,663.0,Yes,0.0
23171,27.0,,Associate,63178.0,5,RENT,5100.0,HOMEIMPROVEMENT,10.37,0.08,9.0,647.0,Yes,0.0
15915,,female,Associate,577186.0,0,MORTGAGE,25000.0,EDUCATION,14.38,0.04,3.0,579.0,Yes,0.0
1158,25.0,male,Bachelor,137594.0,1,RENT,17000.0,EDUCATION,10.37,0.12,3.0,669.0,No,
3508,22.0,male,,45252.0,3,MORTGAGE,15000.0,DEBTCONSOLIDATION,6.54,0.33,3.0,631.0,No,0.0
35670,24.0,female,High School,90954.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.67,0.13,4.0,632.0,No,0.0
27239,31.0,male,Doctorate,73009.0,5,RENT,15000.0,EDUCATION,11.71,0.21,8.0,512.0,Yes,0.0
11401,26.0,male,Master,90116.0,4,MORTGAGE,15000.0,DEBTCONSOLIDATION,6.54,0.17,4.0,554.0,Yes,0.0
4759,22.0,male,High School,38133.0,0,RENT,5000.0,VENTURE,10.0,0.13,2.0,645.0,Yes,0.0
17962,27.0,male,Bachelor,58795.0,3,RENT,25000.0,PERSONAL,10.59,0.43,7.0,564.0,No,1.0
1200,25.0,male,Associate,69894.0,0,RENT,16500.0,HOMEIMPROVEMENT,9.32,0.24,3.0,,No,1.0
1655,24.0,male,High School,35392.0,1,MORTGAGE,6000.0,MEDICAL,9.99,0.17,3.0,604.0,Yes,0.0
37917,24.0,male,Associate,180926.0,0,OWN,24000.0,VENTURE,9.66,0.13,4.0,650.0,Yes,0.0
44750,,male,Bachelor,41946.0,9,RENT,,HOMEIMPROVEMENT,15.18,0.18,5.0,618.0,No,1.0
42419,31.0,male,Associate,88814.0,6,RENT,20000.0,PERSONAL,14.6,0.23,5.0,652.0,No,1.0
33988,24.0,male,Master,44285.0,4,RENT,8471.0,MEDICAL,10.81,0.19,4.0,685.0,No,0.0
10510,24.0,female,Bachelor,82625.0,2,MORTGAGE,5500.0,PERSONAL,15.68,0.07,4.0,575.0,Yes,0.0
4750,21.0,female,,37085.0,0,RENT,5000.0,VENTURE,13.92,0.13,4.0,552.0,Yes,0.0
22658,28.0,male,Master,69203.0,8,MORTGAGE,9500.0,PERSONAL,7.51,0.14,5.0,691.0,Yes,0.0
13452,,male,Master,42622.0,0,OWN,5000.0,MEDICAL,11.14,0.12,2.0,551.0,Yes,0.0
1253,23.0,male,High School,47896.0,0,RENT,16000.0,PERSONAL,11.36,0.33,3.0,644.0,No,1.0
10700,22.0,male,Associate,84676.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,13.49,0.09,2.0,682.0,Yes,0.0
42112,25.0,female,High School,52018.0,2,RENT,15000.0,VENTURE,11.56,0.29,5.0,602.0,No,1.0
36743,24.0,female,Bachelor,55834.0,0,MORTGAGE,7500.0,EDUCATION,9.01,0.13,5.0,676.0,No,0.0
29966,36.0,female,Bachelor,35650.0,14,RENT,5000.0,MEDICAL,16.45,0.14,13.0,566.0,No,1.0
39692,,male,Associate,71128.0,0,RENT,8000.0,PERSONAL,11.61,0.11,4.0,585.0,No,0.0
6215,22.0,female,Master,34232.0,0,RENT,,EDUCATION,12.98,0.18,2.0,706.0,No,0.0
33105,29.0,male,Master,137542.0,7,MORTGAGE,25953.0,PERSONAL,8.61,0.19,6.0,658.0,No,0.0
33544,39.0,male,Associate,93135.0,16,MORTGAGE,6338.0,DEBTCONSOLIDATION,9.45,0.07,16.0,596.0,Yes,0.0
14879,21.0,male,Master,142630.0,2,OWN,14000.0,VENTURE,7.88,0.1,3.0,598.0,Yes,0.0
13046,22.0,female,Associate,105779.0,0,MORTGAGE,8000.0,PERSONAL,12.21,0.08,4.0,670.0,Yes,0.0
44414,,male,Associate,39054.0,10,MORTGAGE,8000.0,DEBTCONSOLIDATION,7.47,0.2,7.0,544.0,No,1.0
35893,23.0,female,Bachelor,75532.0,2,MORTGAGE,5930.0,DEBTCONSOLIDATION,6.67,0.08,2.0,656.0,No,0.0
18913,27.0,male,Bachelor,72970.0,4,RENT,1800.0,DEBTCONSOLIDATION,11.46,0.02,8.0,573.0,No,0.0
33093,24.0,male,Master,104383.0,1,MORTGAGE,10000.0,VENTURE,11.41,0.1,3.0,678.0,No,0.0
4959,26.0,female,Bachelor,51879.0,2,RENT,5000.0,DEBTCONSOLIDATION,7.29,0.1,4.0,659.0,Yes,0.0
31107,46.0,male,High School,93448.0,21,MORTGAGE,13000.0,DEBTCONSOLIDATION,15.96,0.14,13.0,658.0,Yes,0.0
20232,,male,Bachelor,48535.0,7,OWN,9900.0,HOMEIMPROVEMENT,6.54,0.2,5.0,686.0,Yes,0.0
25232,32.0,male,Master,55093.0,7,RENT,12000.0,MEDICAL,7.88,0.22,6.0,677.0,No,0.0
44678,32.0,female,Bachelor,55739.0,12,RENT,14458.0,PERSONAL,11.06,0.26,9.0,666.0,No,1.0
21842,31.0,female,Master,78532.0,8,RENT,6000.0,VENTURE,6.99,0.08,10.0,703.0,No,0.0
39338,25.0,female,Associate,115618.0,5,RENT,12000.0,EDUCATION,11.23,0.1,4.0,665.0,Yes,0.0
41321,23.0,female,High School,192918.0,0,MORTGAGE,10000.0,EDUCATION,9.22,0.05,4.0,667.0,No,0.0
32737,28.0,female,Master,60910.0,6,RENT,8000.0,VENTURE,7.14,0.13,7.0,609.0,Yes,0.0
1295,24.0,male,Master,71459.0,3,RENT,16000.0,MEDICAL,19.47,0.22,2.0,,No,1.0
39950,25.0,male,Bachelor,52286.0,1,OWN,2000.0,EDUCATION,9.0,0.04,3.0,603.0,Yes,0.0
26176,27.0,female,Bachelor,117758.0,1,MORTGAGE,5500.0,HOMEIMPROVEMENT,11.01,0.05,8.0,546.0,Yes,0.0
3111,21.0,male,Bachelor,36808.0,0,MORTGAGE,12000.0,MEDICAL,11.83,0.33,4.0,679.0,No,1.0
37450,24.0,male,Associate,79211.0,4,MORTGAGE,,PERSONAL,8.59,0.06,2.0,720.0,Yes,0.0
1124,24.0,male,Bachelor,55854.0,0,RENT,17000.0,DEBTCONSOLIDATION,10.38,0.3,2.0,578.0,No,1.0
41586,28.0,male,Bachelor,35086.0,3,RENT,1439.0,MEDICAL,9.27,0.04,5.0,705.0,Yes,0.0
39401,25.0,female,Associate,25861.0,4,RENT,4800.0,VENTURE,8.9,0.19,4.0,681.0,No,0.0
11180,26.0,female,Master,87279.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.11,3.0,613.0,No,0.0
36482,23.0,male,Associate,96619.0,1,MORTGAGE,3465.0,DEBTCONSOLIDATION,9.85,0.04,3.0,687.0,Yes,0.0
35321,32.0,,Associate,64779.0,6,RENT,8996.0,VENTURE,6.63,0.14,6.0,688.0,No,0.0
29606,40.0,female,Associate,40636.0,16,MORTGAGE,1000.0,MEDICAL,11.01,0.02,16.0,617.0,Yes,0.0
37547,27.0,male,Bachelor,124222.0,7,RENT,1901.0,HOMEIMPROVEMENT,9.15,0.02,8.0,602.0,No,0.0
8797,,female,Bachelor,48995.0,2,RENT,8000.0,VENTURE,7.9,0.16,4.0,645.0,Yes,0.0
11897,24.0,female,High School,51505.0,2,RENT,10200.0,EDUCATION,7.49,0.2,4.0,494.0,Yes,0.0
2557,25.0,female,Associate,36501.0,1,RENT,3000.0,HOMEIMPROVEMENT,12.21,0.08,4.0,675.0,No,1.0
28966,32.0,male,Bachelor,78152.0,8,RENT,10000.0,HOMEIMPROVEMENT,12.69,0.13,8.0,639.0,No,0.0
41373,26.0,female,,111951.0,3,RENT,12000.0,DEBTCONSOLIDATION,11.71,0.11,4.0,599.0,Yes,0.0
3356,24.0,female,Bachelor,50280.0,4,RENT,11000.0,VENTURE,15.28,0.22,3.0,,No,0.0
31966,50.0,male,Associate,71311.0,29,MORTGAGE,22000.0,MEDICAL,17.74,0.31,13.0,630.0,No,1.0
30542,36.0,male,Bachelor,96905.0,14,RENT,7600.0,MEDICAL,13.49,0.08,15.0,664.0,Yes,0.0
19648,32.0,female,Associate,43264.0,9,MORTGAGE,4000.0,DEBTCONSOLIDATION,13.61,0.09,5.0,629.0,Yes,0.0
12342,23.0,female,Bachelor,90001.0,1,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.18,0.28,2.0,630.0,No,1.0
42454,25.0,male,Associate,56079.0,6,RENT,6657.0,DEBTCONSOLIDATION,10.43,0.12,3.0,606.0,No,1.0
16162,21.0,female,Bachelor,39942.0,2,RENT,10000.0,VENTURE,13.23,0.25,3.0,547.0,No,1.0
36074,24.0,male,High School,65432.0,3,MORTGAGE,7060.0,MEDICAL,9.1,0.11,2.0,648.0,Yes,0.0
35195,,male,High School,40772.0,0,RENT,1777.0,EDUCATION,11.46,0.04,5.0,581.0,No,0.0
32455,51.0,male,Bachelor,63741.0,29,RENT,9200.0,VENTURE,13.61,0.14,24.0,712.0,No,0.0
36299,34.0,male,Associate,45517.0,7,RENT,11000.0,VENTURE,10.93,0.24,10.0,571.0,No,0.0
21240,28.0,female,Associate,332241.0,6,RENT,5000.0,PERSONAL,6.62,0.02,10.0,666.0,Yes,0.0
23654,,female,Bachelor,78916.0,7,MORTGAGE,8000.0,VENTURE,7.49,0.1,8.0,668.0,No,0.0
24059,33.0,male,Master,85196.0,11,MORTGAGE,3200.0,MEDICAL,9.99,0.04,8.0,698.0,No,0.0
19147,28.0,male,Bachelor,45967.0,4,RENT,2400.0,PERSONAL,7.66,0.05,5.0,549.0,Yes,0.0
36707,29.0,,Bachelor,126829.0,10,RENT,14000.0,DEBTCONSOLIDATION,10.35,0.11,6.0,673.0,Yes,0.0
43208,24.0,female,High School,47485.0,0,RENT,8000.0,DEBTCONSOLIDATION,11.11,0.17,3.0,630.0,No,1.0
9916,22.0,male,High School,78838.0,0,OWN,7000.0,VENTURE,11.49,0.09,4.0,626.0,Yes,0.0
2086,22.0,male,Master,27295.0,1,RENT,2400.0,DEBTCONSOLIDATION,12.53,0.09,4.0,710.0,Yes,0.0
6400,23.0,male,Bachelor,46240.0,2,RENT,6000.0,EDUCATION,10.46,0.13,2.0,555.0,Yes,0.0
27005,30.0,female,Associate,144599.0,10,MORTGAGE,6000.0,EDUCATION,5.42,0.04,9.0,549.0,No,0.0
17330,23.0,male,,48976.0,0,RENT,12000.0,MEDICAL,9.63,0.25,3.0,607.0,Yes,0.0
19758,32.0,female,High School,51642.0,8,RENT,3500.0,VENTURE,14.35,0.07,7.0,630.0,Yes,0.0
19819,27.0,male,Master,44102.0,4,MORTGAGE,5500.0,HOMEIMPROVEMENT,10.36,0.12,5.0,614.0,Yes,0.0
709,25.0,female,Bachelor,77982.0,6,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.26,4.0,,No,1.0
43490,28.0,male,High School,66109.0,9,RENT,10210.0,MEDICAL,15.88,0.15,9.0,653.0,No,1.0
8442,26.0,male,Associate,63092.0,4,MORTGAGE,6500.0,MEDICAL,15.68,0.1,4.0,673.0,No,1.0
17149,24.0,female,Bachelor,88950.0,1,RENT,27000.0,EDUCATION,11.01,0.3,2.0,672.0,No,1.0
5702,25.0,male,Bachelor,192928.0,2,RENT,5000.0,PERSONAL,14.11,0.03,4.0,692.0,No,0.0
9130,26.0,female,Master,68400.0,5,RENT,5100.0,PERSONAL,8.0,0.07,4.0,677.0,Yes,0.0
36097,24.0,female,High School,58724.0,0,RENT,7200.0,PERSONAL,11.91,0.12,4.0,635.0,Yes,0.0
17142,22.0,female,Bachelor,110186.0,2,OWN,15000.0,EDUCATION,7.88,0.14,3.0,550.0,Yes,0.0
8840,24.0,male,,44099.0,0,RENT,8000.0,PERSONAL,15.28,0.18,3.0,635.0,No,1.0
14626,24.0,female,High School,133099.0,5,MORTGAGE,8000.0,EDUCATION,6.76,0.06,4.0,585.0,Yes,0.0
32971,23.0,female,Master,72831.0,0,RENT,15000.0,PERSONAL,15.91,0.21,3.0,582.0,Yes,0.0
732,24.0,male,Bachelor,83573.0,1,RENT,20000.0,HOMEIMPROVEMENT,14.82,0.24,4.0,693.0,No,1.0
41609,28.0,male,High School,59463.0,4,RENT,12000.0,VENTURE,12.87,0.2,7.0,556.0,No,0.0
28138,33.0,female,Bachelor,52646.0,12,RENT,8200.0,VENTURE,7.88,0.16,9.0,599.0,Yes,0.0
30329,42.0,male,High School,67480.0,21,RENT,7000.0,DEBTCONSOLIDATION,15.95,0.1,15.0,,No,1.0
12650,25.0,female,Bachelor,101625.0,0,MORTGAGE,4200.0,DEBTCONSOLIDATION,9.25,0.04,4.0,653.0,No,0.0
6676,24.0,male,High School,60919.0,0,MORTGAGE,12000.0,MEDICAL,5.42,0.2,2.0,611.0,No,0.0
1038,26.0,female,Bachelor,94747.0,4,RENT,18000.0,EDUCATION,13.49,0.19,2.0,672.0,No,0.0
42639,29.0,female,Master,77957.0,6,RENT,15076.0,DEBTCONSOLIDATION,15.22,0.19,6.0,703.0,No,1.0
8519,24.0,female,High School,49136.0,2,RENT,7800.0,MEDICAL,11.01,0.16,2.0,,Yes,0.0
19448,30.0,female,High School,55080.0,7,RENT,3000.0,MEDICAL,10.62,0.05,10.0,673.0,Yes,0.0
1864,24.0,male,Bachelor,144908.0,2,RENT,15000.0,MEDICAL,11.01,0.1,3.0,630.0,Yes,0.0
3894,25.0,male,High School,48253.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.51,0.12,2.0,609.0,No,0.0
29028,29.0,female,Bachelor,34552.0,3,RENT,8575.0,EDUCATION,19.42,0.25,10.0,658.0,No,1.0
22888,28.0,male,Bachelor,72213.0,7,MORTGAGE,23500.0,EDUCATION,11.01,0.33,10.0,671.0,No,0.0
29251,40.0,female,Associate,151121.0,15,RENT,24250.0,DEBTCONSOLIDATION,11.01,0.16,17.0,653.0,Yes,0.0
26762,27.0,male,Master,135448.0,4,MORTGAGE,15000.0,EDUCATION,13.49,0.11,8.0,732.0,Yes,0.0
44978,22.0,female,Associate,37116.0,1,RENT,13176.0,DEBTCONSOLIDATION,13.73,0.35,3.0,509.0,No,1.0
3900,22.0,female,Bachelor,47839.0,2,MORTGAGE,10750.0,PERSONAL,11.01,0.22,3.0,675.0,No,0.0
30590,,male,High School,40447.0,15,RENT,,DEBTCONSOLIDATION,14.26,0.2,12.0,658.0,No,1.0
23094,32.0,male,Master,62554.0,10,RENT,8000.0,HOMEIMPROVEMENT,7.51,0.13,10.0,577.0,No,0.0
43989,29.0,male,Associate,104183.0,6,MORTGAGE,4095.0,DEBTCONSOLIDATION,14.81,0.04,5.0,613.0,No,1.0
15719,25.0,female,Bachelor,189287.0,0,MORTGAGE,28000.0,PERSONAL,7.49,0.15,4.0,666.0,No,0.0
32601,24.0,male,Bachelor,161159.0,2,MORTGAGE,24272.0,PERSONAL,10.84,0.15,4.0,646.0,Yes,0.0
4067,23.0,male,High School,49036.0,3,MORTGAGE,,VENTURE,6.62,0.1,4.0,596.0,Yes,0.0
7951,22.0,female,High School,66886.0,1,OWN,2200.0,EDUCATION,5.42,0.03,3.0,571.0,Yes,0.0
8301,25.0,female,Associate,69704.0,1,OWN,12000.0,MEDICAL,10.59,0.17,3.0,567.0,No,0.0
1683,26.0,male,Master,35554.0,7,MORTGAGE,5150.0,VENTURE,6.62,0.14,2.0,667.0,No,0.0
18499,29.0,female,Associate,65132.0,5,RENT,19850.0,MEDICAL,11.01,0.3,7.0,637.0,No,1.0
32002,47.0,male,Bachelor,45358.0,26,MORTGAGE,7400.0,HOMEIMPROVEMENT,8.0,0.16,15.0,717.0,No,0.0
34055,26.0,male,Bachelor,36983.0,3,RENT,3200.0,MEDICAL,9.5,0.09,4.0,682.0,Yes,
10852,21.0,male,Bachelor,53822.0,0,RENT,10000.0,PERSONAL,14.74,0.19,4.0,642.0,No,0.0
5939,22.0,female,High School,57994.0,0,MORTGAGE,12250.0,MEDICAL,10.62,0.21,2.0,642.0,Yes,0.0
700,22.0,female,High School,81282.0,1,RENT,20000.0,EDUCATION,12.18,0.25,2.0,639.0,No,0.0
13739,26.0,female,Bachelor,133673.0,6,RENT,13000.0,EDUCATION,7.9,0.1,3.0,595.0,Yes,0.0
22350,32.0,,Bachelor,67069.0,8,MORTGAGE,7000.0,MEDICAL,6.92,0.1,8.0,717.0,No,0.0
23063,30.0,male,Associate,58639.0,9,RENT,8000.0,VENTURE,13.23,0.14,5.0,686.0,Yes,0.0
12945,26.0,male,High School,96801.0,2,RENT,12000.0,VENTURE,11.83,0.12,3.0,536.0,No,0.0
22719,33.0,male,High School,70100.0,14,MORTGAGE,15000.0,MEDICAL,6.03,0.21,7.0,602.0,Yes,0.0
23552,28.0,male,Associate,77785.0,8,MORTGAGE,7200.0,VENTURE,7.29,0.09,8.0,662.0,No,0.0
37643,30.0,female,Master,51274.0,8,RENT,5000.0,PERSONAL,11.58,0.1,10.0,693.0,No,0.0
19954,32.0,male,Master,45534.0,11,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.86,0.26,9.0,683.0,No,0.0
11256,25.0,male,Master,88095.0,2,MORTGAGE,8000.0,VENTURE,17.39,0.09,3.0,522.0,Yes,0.0
15924,21.0,female,,11953.0,0,RENT,2000.0,HOMEIMPROVEMENT,15.99,0.17,3.0,675.0,No,1.0
10647,22.0,male,High School,84846.0,0,MORTGAGE,9750.0,EDUCATION,14.65,0.11,2.0,640.0,No,0.0
33908,36.0,male,High School,204546.0,15,MORTGAGE,20639.0,EDUCATION,13.12,0.1,10.0,712.0,Yes,0.0
39836,32.0,male,Bachelor,96963.0,10,MORTGAGE,15000.0,MEDICAL,9.65,0.15,10.0,695.0,No,0.0
1638,24.0,female,Bachelor,34450.0,4,OTHER,9000.0,EDUCATION,10.83,0.26,3.0,562.0,No,1.0
14414,25.0,female,Bachelor,128013.0,2,MORTGAGE,25000.0,MEDICAL,11.36,0.2,3.0,686.0,Yes,
15459,,male,Doctorate,165429.0,5,MORTGAGE,3500.0,EDUCATION,12.18,0.02,2.0,642.0,Yes,0.0
167,21.0,male,High School,240980.0,0,MORTGAGE,16000.0,EDUCATION,14.65,0.07,4.0,557.0,Yes,0.0
37944,,female,Bachelor,52734.0,1,RENT,3500.0,VENTURE,11.09,0.07,4.0,680.0,No,0.0
596,22.0,male,High School,45716.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.69,0.44,3.0,447.0,No,1.0
516,25.0,male,Master,99394.0,1,RENT,22000.0,EDUCATION,17.51,0.22,2.0,646.0,No,1.0
41457,26.0,male,Bachelor,28704.0,4,RENT,2000.0,DEBTCONSOLIDATION,11.31,0.07,6.0,666.0,No,0.0
18577,28.0,male,High School,77862.0,6,RENT,18000.0,DEBTCONSOLIDATION,11.58,0.23,6.0,635.0,No,1.0
2729,24.0,female,,63124.0,2,RENT,12000.0,PERSONAL,7.51,0.19,3.0,640.0,No,0.0
30669,36.0,female,High School,29853.0,9,RENT,5000.0,EDUCATION,10.36,0.17,17.0,,Yes,0.0
22687,31.0,female,Master,69163.0,10,MORTGAGE,8000.0,EDUCATION,9.88,0.12,9.0,697.0,Yes,0.0
5068,22.0,female,Bachelor,52767.0,2,MORTGAGE,11000.0,PERSONAL,5.42,0.21,2.0,646.0,Yes,0.0
42605,24.0,male,Bachelor,40927.0,0,RENT,2800.0,PERSONAL,16.0,0.07,3.0,591.0,No,1.0
28803,28.0,female,High School,78460.0,8,MORTGAGE,5000.0,MEDICAL,8.94,0.06,9.0,584.0,No,1.0
3249,22.0,male,Associate,90874.0,0,RENT,3500.0,EDUCATION,7.29,0.04,2.0,601.0,Yes,0.0
14327,24.0,male,Master,126788.0,0,MORTGAGE,12000.0,PERSONAL,16.29,0.09,2.0,674.0,No,0.0
6647,22.0,female,High School,60981.0,0,MORTGAGE,6000.0,PERSONAL,11.11,0.1,3.0,572.0,Yes,0.0
10972,,male,High School,35919.0,0,RENT,4200.0,HOMEIMPROVEMENT,11.01,0.12,2.0,637.0,No,1.0
18236,,male,High School,78865.0,10,RENT,24000.0,HOMEIMPROVEMENT,7.9,0.3,5.0,640.0,No,1.0
43246,37.0,male,High School,51490.0,9,RENT,5000.0,EDUCATION,15.79,0.1,10.0,554.0,No,1.0
21859,27.0,female,Master,61027.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.84,0.16,10.0,595.0,No,0.0
34681,23.0,female,Associate,102753.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.41,0.1,3.0,586.0,Yes,0.0
22401,29.0,male,Associate,67039.0,4,MORTGAGE,12000.0,PERSONAL,7.49,0.18,6.0,690.0,Yes,0.0
9897,26.0,male,Master,71759.0,0,MORTGAGE,8000.0,MEDICAL,15.99,0.11,2.0,653.0,No,1.0
32006,44.0,female,High School,72869.0,25,MORTGAGE,15000.0,HOMEIMPROVEMENT,11.01,0.21,11.0,611.0,Yes,0.0
10746,,male,High School,48984.0,4,RENT,10000.0,VENTURE,16.89,0.2,3.0,672.0,Yes,0.0
11736,,male,Bachelor,96964.0,1,RENT,10000.0,PERSONAL,8.49,0.1,4.0,560.0,Yes,0.0
23185,35.0,male,Master,72970.0,15,OWN,24000.0,PERSONAL,12.53,0.33,9.0,656.0,No,0.0
18813,28.0,female,Master,64282.0,4,RENT,1200.0,MEDICAL,11.01,0.02,8.0,729.0,Yes,0.0
22388,27.0,male,Associate,67188.0,4,MORTGAGE,9000.0,DEBTCONSOLIDATION,7.51,0.13,8.0,684.0,Yes,0.0
7439,21.0,female,Associate,64263.0,0,MORTGAGE,18000.0,VENTURE,13.8,0.28,3.0,663.0,No,0.0
10067,23.0,male,Associate,78809.0,2,MORTGAGE,8000.0,PERSONAL,7.14,0.1,4.0,643.0,Yes,0.0
20966,29.0,male,High School,61008.0,5,RENT,5000.0,EDUCATION,10.37,0.08,5.0,634.0,Yes,0.0
9538,23.0,female,High School,75520.0,4,MORTGAGE,7200.0,VENTURE,8.9,0.1,4.0,623.0,Yes,0.0
19190,31.0,male,Bachelor,36854.0,8,OWN,11000.0,HOMEIMPROVEMENT,8.94,0.3,10.0,702.0,Yes,0.0
38430,23.0,female,Bachelor,49011.0,0,RENT,11914.0,PERSONAL,11.91,0.24,4.0,613.0,Yes,0.0
3229,24.0,female,,43804.0,0,OWN,6500.0,EDUCATION,5.42,0.15,2.0,581.0,Yes,0.0
17691,24.0,male,Bachelor,55080.0,1,RENT,12000.0,DEBTCONSOLIDATION,10.99,0.22,3.0,594.0,Yes,0.0
10012,25.0,female,Bachelor,31125.0,4,RENT,9250.0,VENTURE,10.75,0.3,3.0,671.0,No,1.0
9594,22.0,male,High School,76495.0,0,MORTGAGE,9600.0,DEBTCONSOLIDATION,11.03,0.13,4.0,590.0,No,0.0
44369,26.0,male,Master,52698.0,2,RENT,4302.0,EDUCATION,12.17,0.08,5.0,689.0,No,1.0
13965,23.0,male,Bachelor,120133.0,2,MORTGAGE,23000.0,DEBTCONSOLIDATION,6.91,0.19,4.0,593.0,No,0.0
29591,37.0,,Bachelor,21964.0,16,RENT,3000.0,VENTURE,11.01,0.14,16.0,701.0,No,1.0
6194,26.0,female,Bachelor,33147.0,5,RENT,,MEDICAL,6.0,0.18,4.0,587.0,No,0.0
34200,35.0,female,Master,103269.0,9,MORTGAGE,8400.0,EDUCATION,11.99,0.08,9.0,646.0,No,0.0
10102,24.0,male,High School,71793.0,0,MORTGAGE,6800.0,DEBTCONSOLIDATION,12.53,0.09,4.0,620.0,No,1.0
16476,21.0,female,High School,22526.0,1,RENT,5800.0,HOMEIMPROVEMENT,14.72,0.26,2.0,630.0,No,1.0
34815,26.0,female,Master,51195.0,0,RENT,11253.0,DEBTCONSOLIDATION,13.24,0.22,5.0,618.0,Yes,0.0
26297,31.0,female,Master,121067.0,8,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.59,0.12,10.0,,No,0.0
43436,23.0,male,Bachelor,15547.0,0,RENT,5000.0,EDUCATION,9.83,0.32,3.0,676.0,No,1.0
33469,30.0,male,Bachelor,87628.0,6,MORTGAGE,12000.0,MEDICAL,10.82,0.14,6.0,608.0,Yes,0.0
26118,29.0,female,Bachelor,116411.0,7,MORTGAGE,4500.0,VENTURE,6.76,0.04,10.0,641.0,Yes,0.0
17399,23.0,female,,138382.0,0,MORTGAGE,10000.0,PERSONAL,13.06,0.07,4.0,648.0,Yes,0.0
21492,28.0,female,Master,28674.0,9,RENT,6000.0,MEDICAL,8.88,0.21,5.0,682.0,Yes,0.0
15789,,female,High School,210516.0,5,MORTGAGE,30000.0,DEBTCONSOLIDATION,11.01,0.14,2.0,699.0,Yes,0.0
36631,52.0,male,High School,40284.0,32,RENT,8656.0,PERSONAL,8.21,0.21,17.0,636.0,Yes,0.0
36568,32.0,,High School,300960.0,8,MORTGAGE,12201.0,PERSONAL,13.81,0.04,6.0,608.0,Yes,0.0
15328,24.0,,Master,74056.0,2,RENT,15000.0,DEBTCONSOLIDATION,12.53,0.2,2.0,646.0,Yes,0.0
20785,28.0,male,High School,53163.0,2,MORTGAGE,5000.0,PERSONAL,12.99,0.09,5.0,556.0,Yes,0.0
